"","X","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"51",51,"The amazing team @highlands_ranch Northridge Rec center that dropped all they were doing to give everything to the… https://t.co/ndjI1QdmZ4",FALSE,33,NA,"2019-05-08 20:36:43",TRUE,NA,1126224433415368704,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CSP_ESU",5,FALSE,FALSE,NA,NA
"92",92,"Kendrick Castillo is the BRAVE young man who protected his classmates from the identified shooter in Highlands Ranc… https://t.co/J8XxeAyVBy",FALSE,0,NA,"2019-05-08 17:45:41",TRUE,NA,1126181391585239040,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","TheConArdist",0,FALSE,FALSE,-104.968,39.5445
"109",109,"@chcc_org Our church will be holding a service tonight. My community is hurting right now. We need love more than e… https://t.co/EekGmCHuuR",FALSE,1,"chcc_org","2019-05-08 16:51:49",TRUE,NA,1126167832407027712,81920334,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","music_christie",0,FALSE,FALSE,-104.968,39.5445
"112",112,"The fear in these kids faces breaks my heart. Kids should go to school with hope, excitement and curiosity, not fea… https://t.co/blWTuIPCIX",FALSE,10,NA,"2019-05-08 16:35:51",TRUE,NA,1126163816725639168,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","MariaESalinas",2,FALSE,FALSE,-104.968,39.5445
"114",114,"The skies are grey this morning and rain falls from the sky like the tears in our eyes. Our hearts go out to all of… https://t.co/kjHI5vqNOB",FALSE,0,NA,"2019-05-08 16:23:57",TRUE,NA,1126160822055702528,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","MassageDenverCO",0,FALSE,FALSE,-104.968,39.5445
"121",121,"@chcc_org Our church will be holding a service tonight. My community is hurting right now. We need love more than e… https://t.co/EKWKzQkoIZ",FALSE,0,"chcc_org","2019-05-08 15:54:56",TRUE,NA,1126153518769954816,81920334,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","music_christie",0,FALSE,FALSE,-104.968,39.5445
"150",150,"This is where I grew up, where I live, raise my children and where I work. I pray for the innocent young man who’s… https://t.co/D8LJaaC1hn",FALSE,1,NA,"2019-05-08 12:50:17",TRUE,NA,1126107051850027008,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","banzur",0,FALSE,FALSE,-104.968,39.5445
"160",160,"Here's how this works: Your hear ""shooter"", ""high school"" and ""highlands ranch"". Your brother lives there. His kids… https://t.co/tBD2XhWFHv",FALSE,0,NA,"2019-05-08 12:15:55",TRUE,NA,1126098401798574080,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","suttonhoo",1,FALSE,FALSE,-104.968,39.5445
"183",183,"This cannot happen period! @ Highlands Ranch, Colorado https://t.co/F9Lgsn8nOJ",FALSE,0,NA,"2019-05-08 06:43:14",FALSE,NA,1126014680344989696,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","ChadRobling",0,FALSE,FALSE,-104.968,39.5445
"227",227,"Concerned parents waiting to be reunited with their children inside the Northridge Rec center this afternoon.… https://t.co/LxLDWDtFLu",FALSE,10,NA,"2019-05-08 03:09:14",TRUE,NA,1125960822713225216,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TomMustin",3,FALSE,FALSE,NA,NA
