"","X","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"242",242,"Last night at the Valor  Girls Lacrosse banquet my baby girl got recognized 3 times, twice for player of the game (… https://t.co/IpeVbBrBjb",FALSE,4,NA,"2019-05-08 02:52:09",TRUE,NA,1125956526211063808,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","caduse",0,FALSE,FALSE,-104.94396117,39.54050881
"701",701,"Got these adorable bunny mugs at @target a few weekends ago for .49  each! So cute! Will be great for coffee, soup,… https://t.co/5RYZGTuh8C",FALSE,2,NA,"2019-05-06 01:54:10",TRUE,NA,1125217155694387200,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","DDubsCareBear",0,FALSE,FALSE,-104.9663642,39.56532786
"716",716,"@Crissyoneonone @cubes_2 @txlady706 @MZHemingway @SenatorBennet @RepJasonCrow Why?",FALSE,0,"Crissyoneonone","2019-05-09 20:50:46",FALSE,1126539811987365888,1126590357649518592,829006192840155136,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ktjdreese",0,FALSE,FALSE,NA,NA
"717",717,"@NASCARONFOX Remember it. Weird.",FALSE,0,"NASCARONFOX","2019-05-09 20:49:29",FALSE,1126532784569356288,1126590033878634496,22199141,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Bjorn12650",0,FALSE,FALSE,NA,NA
"718",718,"<ed><U+00A0><U+00BD><ed><U+00B2><U+009B>",FALSE,0,NA,"2019-05-09 20:48:50",FALSE,NA,1126589868375662592,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rudymeadows",0,FALSE,FALSE,NA,NA
"719",719,"@fake_aoc @MZHemingway @seanmdav @SenatorBennet @RepJasonCrow Boo on you.",FALSE,0,"fake_aoc","2019-05-09 20:48:41",FALSE,1126492157605376000,1126589832732372992,1125848556101718016,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ktjdreese",0,FALSE,FALSE,NA,NA
"720",720,"nice job @NHL. way to fuck over two teams in a row in game 7. we all know who's side you're on. how much did you ch… https://t.co/2oYr61vhGF",FALSE,0,NA,"2019-05-09 20:47:41",TRUE,NA,1126589578645610496,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tuesdayXaddams",0,FALSE,FALSE,NA,NA
"721",721,"@KyleClark @RepJasonCrow @bradybuzz https://t.co/BFK22WbfiA",FALSE,1,"KyleClark","2019-05-09 20:47:15",FALSE,1126576538927788032,1126589471799930880,15614141,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Bjorn12650",0,FALSE,FALSE,NA,NA
"722",722,"@rjrubino1 @MZHemingway @SenatorBennet @RepJasonCrow Until we address the lack of civility and self control issues… https://t.co/gpVyk8Tync",FALSE,0,"rjrubino1","2019-05-09 20:45:10",TRUE,1126496739446358016,1126588947683991552,1047852454526812160,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ktjdreese",0,FALSE,FALSE,NA,NA
"740",740,"Want to work in #Littleton, CO? View our latest opening: https://t.co/8DSekume4e #Healthcare",FALSE,0,NA,"2019-05-09 18:40:04",FALSE,NA,1126557462058766336,NA,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>","tmj_den_health",0,FALSE,FALSE,-105.0053736,39.5726289
