"","X","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"16",16,"its not love but it’s pretty close",FALSE,0,NA,"2019-05-09 16:44:47",FALSE,NA,1126528453027565568,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaquisierassss",0,FALSE,FALSE,NA,NA
"36",36,"In the seventh episode “Not all men” the number 1015 appears on a post it note “call Dr. Romero 10:15” #1015… https://t.co/z8lU6VEwfw",FALSE,2,NA,"2019-05-09 14:53:26",TRUE,NA,1126500429825601536,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gordoneaton",0,FALSE,FALSE,NA,NA
"53",53,"@matthewamiller Matt, how an you be soooo STUPID",FALSE,0,"matthewamiller","2019-05-09 13:56:26",FALSE,1126093317433962496,1126486084462866432,55948054,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DendirectDenny",0,FALSE,FALSE,NA,NA
"65",65,"Waylon Jennings - Loving Her Was Easier https://t.co/6L7nDeTQSw via @YouTube",FALSE,0,NA,"2019-05-09 13:11:42",FALSE,NA,1126474827609456640,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","justind2474",0,FALSE,FALSE,NA,NA
"77",77,"@AaRunTheWorld Welcome back!",FALSE,0,"AaRunTheWorld","2019-05-09 10:28:32",FALSE,1126427646923952128,1126433767428542464,2606837596,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TimBond",0,FALSE,FALSE,NA,NA
"78",78,"this is the cutest thing i’ve ever seen https://t.co/3tX4uNLdCX",FALSE,2,NA,"2019-05-09 08:28:04",FALSE,NA,1126403449170432000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","itsgracemrich",0,FALSE,FALSE,NA,NA
"79",79,"Freddy Long Johns",FALSE,2,NA,"2019-05-09 08:23:10",FALSE,NA,1.126402215265e+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ReeseJohnson2",0,FALSE,FALSE,NA,NA
"80",80,"I see you @lanochka_95 <ed><U+00A0><U+00BD><ed><U+00B1><U+0080> https://t.co/SloKjtz6Rq",FALSE,1,NA,"2019-05-09 07:59:57",FALSE,NA,1126396374533066752,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cheyley19",0,FALSE,FALSE,NA,NA
"81",81,"JOE JONAS RLY LOOKED LIKE THIS https://t.co/m9zjZ9GTiS",FALSE,5,NA,"2019-05-09 06:09:35",FALSE,NA,1126368598488899584,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","booksnthangz",1,FALSE,FALSE,NA,NA
"82",82,"On to the Elite 8 on Saturday! https://t.co/lVs7X3pi5X",FALSE,7,NA,"2019-05-09 06:08:09",FALSE,NA,1126368238491672576,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PK_Panda",0,FALSE,FALSE,NA,NA
"83",83,"@joerogan we are trying to get a moment of silence for a great kid that was part of our robotics team that got shot… https://t.co/1GbYl67wcE",FALSE,1,"joerogan","2019-05-09 05:58:45",TRUE,NA,1126365872824602624,18208354,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jamesgoodwill",1,FALSE,FALSE,NA,NA
"84",84,"@chucko24 @washingtonpost Nope. I know quiet a few racists that are democrat. But a single progressive.",FALSE,0,"chucko24","2019-05-09 05:51:49",FALSE,1126147634643787776,1126364126207283200,37000068,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","adryenn",0,FALSE,FALSE,NA,NA
"85",85,"@ChrisSalterMW I think voters wanted something “other” than the status quo. What they got was the only “other” opti… https://t.co/pvSpeiKh4y",FALSE,0,"ChrisSalterMW","2019-05-09 05:48:12",TRUE,1126198004229165056,1126363215686848512,38237897,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","adryenn",0,FALSE,FALSE,NA,NA
"86",86,"@ChrisSalterMW That’s such a great analogy.",FALSE,0,"ChrisSalterMW","2019-05-09 05:42:26",FALSE,1126159170888196096,1126361764377972736,38237897,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","adryenn",0,FALSE,FALSE,NA,NA
"87",87,"@EmilyAReports That's a hero. @dcsdk12 are doing some pretty good things with students. Mixed emotions telling my 1… https://t.co/HTaZx2zWr0",FALSE,1,"EmilyAReports","2019-05-09 05:29:14",TRUE,1126152370755211264,1126358444699598848,156762153,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jrockcolo",0,FALSE,FALSE,NA,NA
"88",88,"Actual quote from HOA board member concerning height of our tree house, ""18 ft is about the height of an adult gira… https://t.co/WhXqIejjQg",FALSE,1,NA,"2019-05-09 05:26:08",TRUE,NA,1126357665397919744,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","StrusJuice",0,FALSE,FALSE,NA,NA
