"","X","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1",1,"Twitterverse do your thing. Making this happen for STEM would be more than amazing and uplifting.  @carrieunderwood… https://t.co/SZBfnCNVRz",FALSE,0,NA,"2019-05-09 19:08:16",TRUE,NA,1126564558947196928,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Telgoodell",0,FALSE,FALSE,NA,NA
"2",2,"We are honored to be recognized by Mercedes-Benz Financial Services as a Star Performer! @ Mercedes-Benz of Littlet… https://t.co/RGIxaVR6bP",FALSE,0,NA,"2019-05-09 19:06:37",TRUE,NA,1126564144470216704,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","LittletonMB",0,FALSE,FALSE,-104.98793,39.5695
"3",3,"@QW5kcmV3 @dyn___ I've got guns too <ed><U+00A0><U+00BE><ed><U+00B4><U+00B7><U+200D><U+2642><U+FE0F> like it even matters.  Nearly everyone should own weapons.

Voting is a te… https://t.co/TWcygX0J8v",FALSE,0,"QW5kcmV3","2019-05-09 19:06:12",TRUE,1126562709477167104,1126564041516883968,871496297575927808,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dcbloem",0,FALSE,FALSE,NA,NA
"4",4,"current weather in Southglenn: light rain, 37°F
93% humidity, wind 8mph, pressure 1021mb",FALSE,0,NA,"2019-05-09 19:03:56",FALSE,NA,1126563468805492736,NA,"<a href=""http://twitter.com/USACities/cities"" rel=""nofollow"">Cities</a>","SouthglennCO",0,FALSE,FALSE,-104.95,39.59
"5",5,"Want to work in #Littleton, CO? View our latest opening: https://t.co/8DSekume4e #Healthcare",FALSE,0,NA,"2019-05-09 18:40:04",FALSE,NA,1126557462058766336,NA,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>","tmj_den_health",0,FALSE,FALSE,-105.0053736,39.5726289
"82",82,"current weather in Southglenn: snow, 31°F
93% humidity, wind 9mph, pressure 1020mb",FALSE,0,NA,"2019-05-09 11:55:10",FALSE,NA,1126455566333669376,NA,"<a href=""http://twitter.com/USACities/cities"" rel=""nofollow"">Cities</a>","SouthglennCO",0,FALSE,FALSE,-104.95,39.59
"83",83,"5:51am: sunrise
sunset will be at 8:00pm",FALSE,0,NA,"2019-05-09 11:53:33",FALSE,NA,1126455162300592128,NA,"<a href=""http://twitter.com/USACities/cities"" rel=""nofollow"">Cities</a>","SouthglennCO",0,FALSE,FALSE,-104.95,39.59
"158",158,"current weather in Southglenn: light rain, 36°F
93% humidity, wind 15mph, pressure 1017mb",FALSE,0,NA,"2019-05-09 02:10:31",FALSE,NA,1126308437615304704,NA,"<a href=""http://twitter.com/USACities/cities"" rel=""nofollow"">Cities</a>","SouthglennCO",0,FALSE,FALSE,-104.95,39.59
"161",161,"Southglenn: 7:59pm: sunset",FALSE,0,NA,"2019-05-09 02:01:48",FALSE,NA,1126306240668131328,NA,"<a href=""http://twitter.com/USACities/cities"" rel=""nofollow"">Cities</a>","SouthglennCO",0,FALSE,FALSE,-104.95,39.59
"439",439,"light rain -&gt; mist
temperature down 49°F -&gt; 47°F
humidity up 93% -&gt; 100%",FALSE,0,NA,"2019-05-08 07:35:02",FALSE,NA,1126027716371730432,NA,"<a href=""http://twitter.com/USACities/cities"" rel=""nofollow"">Cities</a>","SouthglennCO",0,FALSE,FALSE,-104.95,39.59
"523",523,"current weather in Southglenn: light rain, 49°F
93% humidity, wind 9mph, pressure 1012mb",FALSE,0,NA,"2019-05-08 02:07:11",FALSE,NA,1125945210121310208,NA,"<a href=""http://twitter.com/USACities/cities"" rel=""nofollow"">Cities</a>","SouthglennCO",0,FALSE,FALSE,-104.95,39.59
"535",535,"Southglenn: 7:58pm: sunset",FALSE,0,NA,"2019-05-08 01:59:30",FALSE,NA,1125943273271390208,NA,"<a href=""http://twitter.com/USACities/cities"" rel=""nofollow"">Cities</a>","SouthglennCO",0,FALSE,FALSE,-104.95,39.59
"704",704,"Can you recommend anyone for this job? Restaurant Team Member - Kitchen Crew - https://t.co/IAqMgqYB8L #FastCasual #Centennial, CO",FALSE,0,NA,"2019-05-07 21:49:35",FALSE,NA,1125880383717789696,NA,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>","tmj_den_hrta",0,FALSE,FALSE,-104.9608393,39.5909656
"760",760,"current weather in Southglenn: light rain, 50°F
100% humidity, wind 15mph, pressure 1016mb",FALSE,0,NA,"2019-05-07 19:04:52",FALSE,NA,1125838928043364352,NA,"<a href=""http://twitter.com/USACities/cities"" rel=""nofollow"">Cities</a>","SouthglennCO",0,FALSE,FALSE,-104.95,39.59
"818",818,"current weather in Southglenn: light rain, 46°F
93% humidity, wind 5mph, pressure 1018mb",FALSE,0,NA,"2019-05-07 11:55:25",FALSE,NA,1125730855274536960,NA,"<a href=""http://twitter.com/USACities/cities"" rel=""nofollow"">Cities</a>","SouthglennCO",0,FALSE,FALSE,-104.95,39.59
"819",819,"Southglenn: 5:53am: sunrise
sunset will be at 7:58pm",FALSE,0,NA,"2019-05-07 11:51:25",FALSE,NA,1125729848289193984,NA,"<a href=""http://twitter.com/USACities/cities"" rel=""nofollow"">Cities</a>","SouthglennCO",0,FALSE,FALSE,-104.95,39.59
"873",873,"current weather in Southglenn: thunderstorm, 56°F
71% humidity, wind 24mph, pressure 1015mb",FALSE,0,NA,"2019-05-07 02:08:12",FALSE,NA,1125583076980023296,NA,"<a href=""http://twitter.com/USACities/cities"" rel=""nofollow"">Cities</a>","SouthglennCO",0,FALSE,FALSE,-104.95,39.59
"877",877,"Southglenn: 7:57pm: sunset",FALSE,0,NA,"2019-05-07 01:59:32",FALSE,NA,1125580897175007232,NA,"<a href=""http://twitter.com/USACities/cities"" rel=""nofollow"">Cities</a>","SouthglennCO",0,FALSE,FALSE,-104.95,39.59
