"","Time","1.0","1.1","1.2","1.3","1.4","1.5","1.6","1.7","1.8","1.9","2.0","2.1","2.2","2.3","2.4","2.5","2.6","2.7","2.8"
"1",2019-11-12 00:00:00,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
"2",2019-11-12 01:00:00,46,46,47,47,47,47,47,47,47,47,47,47,47,48,48,48,48,48,48
"3",2019-11-12 02:00:00,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
"4",2019-11-12 03:00:00,48,48,48,48,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
"5",2019-11-12 04:00:00,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69
"6",2019-11-12 05:00:00,74,74,74,74,74,74,75,75,75,75,75,75,75,75,75,75,75,74,74
"7",2019-11-12 06:00:00,41,41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
"8",2019-11-12 07:00:00,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
"9",2019-11-12 08:00:00,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
"10",2019-11-12 09:00:00,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
"11",2019-11-12 10:00:00,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"12",2019-11-12 11:00:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"13",2019-11-12 12:00:00,10,10,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
"14",2019-11-12 13:00:00,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"15",2019-11-12 14:00:00,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
"16",2019-11-12 15:00:00,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"17",2019-11-12 16:00:00,19,19,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21
"18",2019-11-12 17:00:00,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
"19",2019-11-12 18:00:00,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
"20",2019-11-12 19:00:00,38,38,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
"21",2019-11-12 20:00:00,37,37,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
"22",2019-11-12 21:00:00,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
"23",2019-11-12 22:00:00,30,30,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,37
"24",2019-11-12 23:00:00,48,50,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,53
"25",2019-11-13 00:00:00,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
"26",2019-11-13 01:00:00,46,46,47,47,47,48,48,48,48,48,48,48,48,49,49,49,49,49,49
"27",2019-11-13 02:00:00,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
"28",2019-11-13 03:00:00,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
"29",2019-11-13 04:00:00,31,31,31,31,31,32,32,32,32,32,32,32,32,32,32,32,32,32,32
"30",2019-11-13 05:00:00,37,37,37,37,37,37,41,41,41,41,41,41,41,41,41,41,41,41,41
"31",2019-11-13 06:00:00,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
"32",2019-11-13 07:00:00,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
"33",2019-11-13 08:00:00,17,17,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"34",2019-11-13 09:00:00,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
"35",2019-11-13 10:00:00,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"36",2019-11-13 11:00:00,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"37",2019-11-13 12:00:00,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"38",2019-11-13 13:00:00,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"39",2019-11-13 14:00:00,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
"40",2019-11-13 15:00:00,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
"41",2019-11-13 16:00:00,32,32,32,32,32,32,32,32,32,32,32,32,32,33,33,33,33,33,33
"42",2019-11-13 17:00:00,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
"43",2019-11-13 18:00:00,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
"44",2019-11-13 19:00:00,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
"45",2019-11-13 20:00:00,67,67,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69
"46",2019-11-13 21:00:00,48,48,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"47",2019-11-13 22:00:00,48,48,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
"48",2019-11-13 23:00:00,40,40,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
"49",2019-11-14 00:00:00,33,33,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
"50",2019-11-14 01:00:00,65,66,68,68,68,68,68,68,68,68,68,68,68,69,69,69,69,69,69
"51",2019-11-14 02:00:00,61,61,62,62,62,64,64,64,64,64,64,64,64,64,64,64,65,66,66
"52",2019-11-14 03:00:00,53,53,53,53,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54
"53",2019-11-14 04:00:00,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
"54",2019-11-14 05:00:00,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
"55",2019-11-14 06:00:00,40,40,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
"56",2019-11-14 07:00:00,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
"57",2019-11-14 08:00:00,25,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
"58",2019-11-14 09:00:00,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
"59",2019-11-14 10:00:00,12,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
"60",2019-11-14 11:00:00,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"61",2019-11-14 12:00:00,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"62",2019-11-14 13:00:00,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"63",2019-11-14 14:00:00,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
"64",2019-11-14 15:00:00,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
"65",2019-11-14 16:00:00,95,95,96,96,96,96,96,96,96,96,96,98,98,99,99,99,99,99,99
"66",2019-11-14 17:00:00,120,120,126,126,126,126,126,126,126,126,126,129,129,129,130,130,130,130,130
"67",2019-11-14 18:00:00,104,104,108,108,109,109,109,109,110,110,110,113,113,113,113,113,113,113,113
"68",2019-11-14 19:00:00,102,102,102,102,102,102,102,102,103,103,103,108,108,108,109,109,109,109,109
"69",2019-11-14 20:00:00,89,89,97,97,97,97,97,97,97,97,97,100,100,100,101,101,101,101,101
"70",2019-11-14 21:00:00,91,91,101,101,101,101,101,101,101,101,101,104,104,104,105,105,105,105,105
"71",2019-11-14 22:00:00,67,67,69,69,69,69,69,69,70,70,70,71,71,71,74,74,74,74,74
"72",2019-11-14 23:00:00,62,62,69,69,69,69,69,69,69,69,69,71,71,71,72,72,72,72,72
"73",2019-11-15 00:00:00,61,61,62,62,62,62,62,62,62,62,62,62,62,62,63,63,63,63,63
"74",2019-11-15 01:00:00,58,58,58,58,58,58,58,58,58,58,58,61,61,62,63,63,63,63,63
"75",2019-11-15 02:00:00,56,56,56,56,56,56,56,56,57,57,57,59,59,59,59,59,59,59,59
"76",2019-11-15 03:00:00,52,52,53,53,53,53,53,53,53,53,53,54,54,54,54,54,54,54,54
"77",2019-11-15 04:00:00,47,47,47,47,47,47,47,47,47,47,47,49,49,49,49,49,49,49,49
"78",2019-11-15 05:00:00,78,78,78,78,78,78,78,78,78,78,78,79,79,79,80,80,80,80,80
"79",2019-11-15 06:00:00,60,61,61,61,61,61,61,61,61,61,61,61,61,61,62,62,62,62,62
"80",2019-11-15 07:00:00,46,46,46,46,46,46,46,46,46,46,46,48,48,48,48,48,48,48,48
"81",2019-11-15 08:00:00,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
"82",2019-11-15 09:00:00,21,21,22,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23
