"","X","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"117",117,"Tokens of peace and prayer at the Va Beach shooting tragedy #vbstong @ City of Virginia Beach https://t.co/0PmNyiDLok",FALSE,0,NA,"2019-06-01 22:46:27",FALSE,NA,1134954387309305856,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","AlejoMediaLLC",0,FALSE,FALSE,-76.05605364,36.75023234
"165",165,"Again with the double anchor set up. nbcnews msnbc #vabeachshooting @ City of Virginia Beach https://t.co/Ykw7ECa9MX",FALSE,0,NA,"2019-06-01 22:06:30",FALSE,NA,1134944334904606720,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Alhenkel",1,FALSE,FALSE,-76.05605364,36.75023234
"298",298,"Twelve people were shot and killed at a Municipal Center in Virginia Beach yesterday. 11 of those killed were civil… https://t.co/Z9kTGj25x0",FALSE,1,NA,"2019-06-01 20:36:27",TRUE,NA,1134921671670939648,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","BCC4GunControl",0,FALSE,FALSE,-76.05605364,36.75023234
"488",488,"We are praying for the city of Virgina Beach our home away from home <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD> @ City of Virginia Beach https://t.co/JCK6FVPbv2",FALSE,0,NA,"2019-06-01 18:23:50",FALSE,NA,1134888298466422784,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","BansheeApparel",0,FALSE,FALSE,-76.05605364,36.75023234
"663",663,"#tribute #vabeachshooting @ City of Virginia Beach https://t.co/fJbAS2kqvN",FALSE,0,NA,"2019-06-01 16:19:08",FALSE,NA,1134856919326306304,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Alhenkel",0,FALSE,FALSE,-76.05605364,36.75023234
"682",682,"Live tv goes on and on #vabeachshooting msnbc msnbc @ City of Virginia Beach https://t.co/tQJsK2aEEv",FALSE,0,NA,"2019-06-01 16:04:40",FALSE,NA,1134853276221026304,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Alhenkel",0,FALSE,FALSE,-76.05605364,36.75023234
"960",960,"Lightning Delay Dance #EmpireStateHuskiesSouth @ Princess Anne Athletic Complex https://t.co/4DiUX4yoir",FALSE,0,NA,"2019-06-01 13:13:27",FALSE,NA,1134810189369040896,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Stan_13",0,FALSE,FALSE,-76.09682438,36.7637542
"979",979,"They grow on ya lol @ Princess Anne Athletic Complex https://t.co/wPzKP7JDGu",FALSE,0,NA,"2019-06-01 13:03:45",FALSE,NA,1134807747797626880,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","vatrill",0,FALSE,FALSE,-76.09682438,36.7637542
"1186",1186,"The circus has arrived. @ City of Virginia Beach https://t.co/kh8lpNl5vw",FALSE,0,NA,"2019-06-01 10:37:55",FALSE,NA,1134771048375885824,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Alhenkel",0,FALSE,FALSE,-76.05605364,36.75023234
"1218",1218,"Dual anchor set up. nbcnews msnbc @ City of Virginia Beach https://t.co/dfsadsVndp",FALSE,1,NA,"2019-06-01 09:50:59",FALSE,NA,1134759234761977856,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Alhenkel",0,FALSE,FALSE,-76.05605364,36.75023234
"1222",1222,"Securing the scene. #vabeachshooting @ City of Virginia Beach https://t.co/4KjMRKt294",FALSE,0,NA,"2019-06-01 09:29:44",FALSE,NA,1134753889369149440,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Alhenkel",0,FALSE,FALSE,-76.05605364,36.75023234
