"","X","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"871",871,"And the only non-employee who lost their life Friday;

Herbert Snelling, a contractor who was at Public Utility obt… https://t.co/YtRXZ6xRel",FALSE,10,"errolbarnett","2019-06-01 13:50:01",TRUE,1134818488416133120,1134819390304784384,34350419,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","errolbarnett",6,FALSE,FALSE,NA,NA
"882",882,"Michelle “Missy” Langer, Administrative Assistant, 12 years at Public Utilities.

#LoveforVB https://t.co/ehoqR7MJGL",FALSE,7,"errolbarnett","2019-06-01 13:44:47",FALSE,1134816907532673024,1134818075658735616,34350419,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","errolbarnett",8,FALSE,FALSE,NA,NA
"891",891,"Joshua A. Hardy, Engineering Technician from VA Beach.

#LoveforVB https://t.co/zoOlUtkm3t",FALSE,9,"errolbarnett","2019-06-01 13:40:09",FALSE,1134816412537675776,1134816907532673024,34350419,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","errolbarnett",8,FALSE,FALSE,NA,NA
"893",893,"Ryan Keith Cox, Public Utilities account clerk.

#LoveforVB https://t.co/nfl12u6oEF",FALSE,14,"errolbarnett","2019-06-01 13:38:11",FALSE,1134816113836077056,1134816412537675776,34350419,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","errolbarnett",11,FALSE,FALSE,NA,NA
"905",905,"Katherine A. Nixon, an engineer who spent a decade at Public Utilities. https://t.co/f7lmUKTbmo",FALSE,9,"errolbarnett","2019-06-01 13:33:44",FALSE,1134814965548879872,1134815295082848256,34350419,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","errolbarnett",9,FALSE,FALSE,NA,NA
"907",907,"Alexander Mikhail Gusev, a 9-year employee of Public Works. https://t.co/m7MeVrdSBo",FALSE,7,"errolbarnett","2019-06-01 13:32:26",FALSE,1134814538375847936,1134814965548879872,34350419,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","errolbarnett",8,FALSE,FALSE,NA,NA
"918",918,"Here is the confirmed list of victims - police implore the public to honor their memory.

Laquita C. Brown of Chesa… https://t.co/OmV9RoXf0w",FALSE,19,"errolbarnett","2019-06-01 13:26:40",TRUE,1134800839934119936,1134813515355762688,34350419,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","errolbarnett",19,FALSE,FALSE,NA,NA
"1265",1265,"Just dropped this little guy off at the vet. One of the fosters had found it and was much disappointed that they co… https://t.co/J5K9BckWm4",FALSE,0,NA,"2019-06-01 06:56:41",TRUE,NA,1134715373301981184,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","slvrsft",0,FALSE,FALSE,-76.06483,36.75483
"1740",1740,"Setting up for the 9:30pm conference @SouthsideDaily #virginiabeach #LoveForVB https://t.co/icqMcDLgyV",FALSE,1,NA,"2019-06-01 01:27:11",FALSE,NA,1134632453002452992,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MelanieOqzo",2,FALSE,FALSE,NA,NA
"2057",2057,"This woman says her husband was in the building where the shooting happened. He told her he saw pure evil today. <U+2066>… https://t.co/rkoFagPFdS",FALSE,291,NA,"2019-05-31 23:20:03",TRUE,NA,1134600457521893376,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MargaretAnnKav",99,FALSE,FALSE,NA,NA
"5022",5022,"Tonight, Tabb High School Personal Finance students were recognized for their performance in the Spring 2019 Stock… https://t.co/Yai3ti26OJ",FALSE,6,NA,"2019-05-29 23:39:38",TRUE,NA,1133880610462818304,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FINandTech",1,FALSE,FALSE,NA,NA
