"","X","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"3",3,"Más allá del fútbol, un Mundial es una maravillosa oportunidad para conocer gente de otras culturas, para valorar l… https://t.co/ZFsXChiPf9",FALSE,96,NA,"2018-07-15 23:15:23",TRUE,NA,1018635165579370496,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","PinoCalad",9,FALSE,FALSE,37.55386514,55.71573883
"4",4,"Job done, France won, time to go back home... 

Spasiba Russia! It was great to be here!! <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>

#fwc2018 #fifawc2018… https://t.co/9ClQw4QPdS",FALSE,6,NA,"2018-07-15 23:04:11",TRUE,NA,1018632345220415488,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","RBCarvalho15",0,FALSE,FALSE,37.55386514,55.71573883
"5",5,"<U+9023><U+7D9A><U+6295><U+7A3F><U+30B9><U+30DF><U+30DE><U+30BB><U+30F3>
<U+571F><U+7802><U+964D><U+308A><U+306E><U+8868><U+5F70>   MY<U+76EE><U+7DDA><U+304B><U+3089>
#<U+30EF><U+30FC><U+30EB><U+30C9><U+30AB><U+30C3><U+30D7> #<U+6C7A><U+52DD> #<U+512A><U+52DD> #<U+30D5><U+30E9><U+30F3><U+30B9> #<U+30AF><U+30ED><U+30A2><U+30C1><U+30A2> #w<U+676F> <U+5834><U+6240>: <U+0421><U+0442><U+0430><U+0434><U+0438><U+043E><U+043D> <U+041B><U+0443><U+0436><U+043D><U+0438><U+043A><U+0438> - Luzhniki Stadium https://t.co/9u3alqBg1E",FALSE,1,NA,"2018-07-15 22:51:07",FALSE,NA,1018629059671220224,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","enojiromsts",0,FALSE,FALSE,37.55386514,55.71573883
"6",6,"Recuerdo de mi mejor día mundialista 17 de julio 2018 en <U+0421><U+0442><U+0430><U+0434><U+0438><U+043E><U+043D> <U+041B><U+0443><U+0436><U+043D><U+0438><U+043A><U+0438> - Luzhniki Stadium https://t.co/c4fwKl68Nc",FALSE,8,NA,"2018-07-15 22:46:31",FALSE,NA,1018627899354644480,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","cartagol9",2,FALSE,FALSE,37.55386514,55.71573883
"7",7,"Luka Modric Golden Ball, SO deserved. <U+2764><U+FE0F><U+2764><U+FE0F> #cro #WeLiveFootball #WorldCup @ <U+0421><U+0442><U+0430><U+0434><U+0438><U+043E><U+043D> <U+041B><U+0443><U+0436><U+043D><U+0438><U+043A><U+0438> - Luzhniki Stadium https://t.co/ZBawi3byJe",FALSE,19,NA,"2018-07-15 22:08:27",FALSE,NA,1018618320730419200,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","arsenaloFka",2,FALSE,FALSE,37.55386514,55.71573883
"9",9,"Final.
#Mundial #Rusia2018 @ <U+0421><U+0442><U+0430><U+0434><U+0438><U+043E><U+043D> <U+041B><U+0443><U+0436><U+043D><U+0438><U+043A><U+0438> - Luzhniki Stadium https://t.co/LZumD55QpH",FALSE,0,NA,"2018-07-15 21:49:03",FALSE,NA,1018613440993165312,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","horademoscu",1,FALSE,FALSE,37.55386514,55.71573883
"10",10,"Aficionados croatas, franceses, y de otros países cantan en ruso ""Gracias, gracias, gracias"" en la estación de metr… https://t.co/WXl5RE9wlm",FALSE,2,NA,"2018-07-15 21:48:35",TRUE,NA,1018613320339816448,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","rafacores",0,FALSE,FALSE,37.55386514,55.71573883
"11",11,"Congratulations to fff #France! Great tournament @FIFAWWC! #worldchampion #wm2018 @ <U+0421><U+0442><U+0430><U+0434><U+0438><U+043E><U+043D> <U+041B><U+0443><U+0436><U+043D><U+0438><U+043A><U+0438> - Luzhniki Stad… https://t.co/lODMg0rtir",FALSE,0,NA,"2018-07-15 21:42:12",TRUE,NA,1018611714873610240,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","LarsGaensicke",0,FALSE,FALSE,37.55386514,55.71573883
"12",12,"#FranceChampion (@ <U+0412><U+0430><U+043D><U+044F> <U+043D><U+0430><U+043B><U+044C><U+0451><U+0442> in <U+041C><U+043E><U+0441><U+043A><U+0432><U+0430>) https://t.co/B0hneGijw5",FALSE,0,NA,"2018-07-15 21:41:11",FALSE,NA,1018611458249289728,NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","Like_a_Nefed",0,FALSE,FALSE,37.60896104,55.74095595
"13",13,"<ed><U+00A0><U+00BC><ed><U+00B7><U+00AB><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7> <U+26BD><U+FE0F>Congrats France<U+26BD><U+FE0F> <ed><U+00A0><U+00BC><ed><U+00B7><U+00AB><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7> @ <U+0421><U+0442><U+0430><U+0434><U+0438><U+043E><U+043D> <U+041B><U+0443><U+0436><U+043D><U+0438><U+043A><U+0438> - Luzhniki Stadium https://t.co/rRUOa0CQKs",FALSE,0,NA,"2018-07-15 21:39:54",FALSE,NA,1018611135262621696,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","itsltv",0,FALSE,FALSE,37.55386514,55.71573883
