"","X","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"5",5,"Police activity in #VirginiaBeach on Princess Anne Rd Both NB/SB at Nimo Pkwy #traffic https://t.co/nbYNxpCSYN",FALSE,0,NA,"2019-06-01 21:37:57",FALSE,NA,1134937151634886656,NA,"<a href=""http://www.sigalert.com/Map.asp?region=Norfolk"" rel=""nofollow"">TTN ORF traffic</a>","TotalTrafficORF",0,FALSE,FALSE,-76.061,36.7561
"6",6,"And the only non-employee who lost their life Friday;

Herbert Snelling, a contractor who was at Public Utility obt… https://t.co/YtRXZ6xRel",FALSE,10,"errolbarnett","2019-06-01 13:50:01",TRUE,1134818488416133120,1134819390304784384,34350419,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","errolbarnett",6,FALSE,FALSE,NA,NA
"7",7,"Michelle “Missy” Langer, Administrative Assistant, 12 years at Public Utilities.

#LoveforVB https://t.co/ehoqR7MJGL",FALSE,7,"errolbarnett","2019-06-01 13:44:47",FALSE,1134816907532673024,1134818075658735616,34350419,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","errolbarnett",8,FALSE,FALSE,NA,NA
"8",8,"Joshua A. Hardy, Engineering Technician from VA Beach.

#LoveforVB https://t.co/zoOlUtkm3t",FALSE,9,"errolbarnett","2019-06-01 13:40:09",FALSE,1134816412537675776,1134816907532673024,34350419,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","errolbarnett",8,FALSE,FALSE,NA,NA
"9",9,"Ryan Keith Cox, Public Utilities account clerk.

#LoveforVB https://t.co/nfl12u6oEF",FALSE,15,"errolbarnett","2019-06-01 13:38:11",FALSE,1134816113836077056,1134816412537675776,34350419,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","errolbarnett",11,FALSE,FALSE,NA,NA
"10",10,"Katherine A. Nixon, an engineer who spent a decade at Public Utilities. https://t.co/f7lmUKTbmo",FALSE,9,"errolbarnett","2019-06-01 13:33:44",FALSE,1134814965548879872,1134815295082848256,34350419,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","errolbarnett",9,FALSE,FALSE,NA,NA
"11",11,"Alexander Mikhail Gusev, a 9-year employee of Public Works. https://t.co/m7MeVrdSBo",FALSE,7,"errolbarnett","2019-06-01 13:32:26",FALSE,1134814538375847936,1134814965548879872,34350419,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","errolbarnett",8,FALSE,FALSE,NA,NA
"12",12,"Here is the confirmed list of victims - police implore the public to honor their memory.

Laquita C. Brown of Chesa… https://t.co/OmV9RoXf0w",FALSE,19,"errolbarnett","2019-06-01 13:26:40",TRUE,1134800839934119936,1134813515355762688,34350419,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","errolbarnett",19,FALSE,FALSE,NA,NA
"17",17,"Police activity in #VirginiaBeach on Princess Anne Rd Both NB/SB at Nimo Pkwy #traffic https://t.co/nbYNxpCSYN",FALSE,0,NA,"2019-06-01 09:33:19",FALSE,NA,1134754788820889600,NA,"<a href=""http://www.sigalert.com/Map.asp?region=Norfolk"" rel=""nofollow"">TTN ORF traffic</a>","TotalTrafficORF",0,FALSE,FALSE,-76.061,36.7561
"19",19,"Setting up for the 9:30pm conference @SouthsideDaily #virginiabeach #LoveForVB https://t.co/icqMcDLgyV",FALSE,1,NA,"2019-06-01 01:27:11",FALSE,NA,1134632453002452992,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MelanieOqzo",2,FALSE,FALSE,NA,NA
