"","X","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"6",6,"current weather in Southglenn: snow, 31°F
93% humidity, wind 9mph, pressure 1020mb",FALSE,0,NA,"2019-05-09 11:55:10",FALSE,NA,1126455566333669376,NA,"<a href=""http://twitter.com/USACities/cities"" rel=""nofollow"">Cities</a>","SouthglennCO",0,FALSE,FALSE,-104.95,39.59
"7",7,"5:51am: sunrise
sunset will be at 8:00pm",FALSE,0,NA,"2019-05-09 11:53:33",FALSE,NA,1126455162300592128,NA,"<a href=""http://twitter.com/USACities/cities"" rel=""nofollow"">Cities</a>","SouthglennCO",0,FALSE,FALSE,-104.95,39.59
"27",27,"current weather in Southglenn: light rain, 36°F
93% humidity, wind 15mph, pressure 1017mb",FALSE,0,NA,"2019-05-09 02:10:31",FALSE,NA,1126308437615304704,NA,"<a href=""http://twitter.com/USACities/cities"" rel=""nofollow"">Cities</a>","SouthglennCO",0,FALSE,FALSE,-104.95,39.59
"28",28,"Southglenn: 7:59pm: sunset",FALSE,0,NA,"2019-05-09 02:01:48",FALSE,NA,1126306240668131328,NA,"<a href=""http://twitter.com/USACities/cities"" rel=""nofollow"">Cities</a>","SouthglennCO",0,FALSE,FALSE,-104.95,39.59
"43",43,"current weather in Southglenn: light rain, 41°F
93% humidity, wind 11mph, pressure 1014mb",FALSE,0,NA,"2019-05-08 19:04:56",FALSE,NA,1126201336037498880,NA,"<a href=""http://twitter.com/USACities/cities"" rel=""nofollow"">Cities</a>","SouthglennCO",0,FALSE,FALSE,-104.95,39.59
"54",54,"light rain -&gt; mist
temperature down 49°F -&gt; 47°F
humidity up 93% -&gt; 100%",FALSE,0,NA,"2019-05-08 07:35:02",FALSE,NA,1126027716371730432,NA,"<a href=""http://twitter.com/USACities/cities"" rel=""nofollow"">Cities</a>","SouthglennCO",0,FALSE,FALSE,-104.95,39.59
"66",66,"current weather in Southglenn: light rain, 49°F
93% humidity, wind 9mph, pressure 1012mb",FALSE,0,NA,"2019-05-08 02:07:11",FALSE,NA,1125945210121310208,NA,"<a href=""http://twitter.com/USACities/cities"" rel=""nofollow"">Cities</a>","SouthglennCO",0,FALSE,FALSE,-104.95,39.59
"68",68,"Southglenn: 7:58pm: sunset",FALSE,0,NA,"2019-05-08 01:59:30",FALSE,NA,1125943273271390208,NA,"<a href=""http://twitter.com/USACities/cities"" rel=""nofollow"">Cities</a>","SouthglennCO",0,FALSE,FALSE,-104.95,39.59
"109",109,"current weather in Southglenn: light rain, 50°F
100% humidity, wind 15mph, pressure 1016mb",FALSE,0,NA,"2019-05-07 19:04:52",FALSE,NA,1125838928043364352,NA,"<a href=""http://twitter.com/USACities/cities"" rel=""nofollow"">Cities</a>","SouthglennCO",0,FALSE,FALSE,-104.95,39.59
"125",125,"current weather in Southglenn: light rain, 46°F
93% humidity, wind 5mph, pressure 1018mb",FALSE,0,NA,"2019-05-07 11:55:25",FALSE,NA,1125730855274536960,NA,"<a href=""http://twitter.com/USACities/cities"" rel=""nofollow"">Cities</a>","SouthglennCO",0,FALSE,FALSE,-104.95,39.59
"126",126,"Southglenn: 5:53am: sunrise
sunset will be at 7:58pm",FALSE,0,NA,"2019-05-07 11:51:25",FALSE,NA,1125729848289193984,NA,"<a href=""http://twitter.com/USACities/cities"" rel=""nofollow"">Cities</a>","SouthglennCO",0,FALSE,FALSE,-104.95,39.59
"136",136,"current weather in Southglenn: thunderstorm, 56°F
71% humidity, wind 24mph, pressure 1015mb",FALSE,0,NA,"2019-05-07 02:08:12",FALSE,NA,1125583076980023296,NA,"<a href=""http://twitter.com/USACities/cities"" rel=""nofollow"">Cities</a>","SouthglennCO",0,FALSE,FALSE,-104.95,39.59
"138",138,"Southglenn: 7:57pm: sunset",FALSE,0,NA,"2019-05-07 01:59:32",FALSE,NA,1125580897175007232,NA,"<a href=""http://twitter.com/USACities/cities"" rel=""nofollow"">Cities</a>","SouthglennCO",0,FALSE,FALSE,-104.95,39.59
"161",161,"current weather in Southglenn: broken clouds, 63°F
45% humidity, wind 8mph, pressure 1015mb",FALSE,0,NA,"2019-05-06 19:03:42",FALSE,NA,1125476247721562112,NA,"<a href=""http://twitter.com/USACities/cities"" rel=""nofollow"">Cities</a>","SouthglennCO",0,FALSE,FALSE,-104.95,39.59
"171",171,"current weather in Southglenn: clear sky, 43°F
87% humidity, wind 2mph, pressure 1015mb",FALSE,0,NA,"2019-05-06 12:01:54",FALSE,NA,1125370096514256896,NA,"<a href=""http://twitter.com/USACities/cities"" rel=""nofollow"">Cities</a>","SouthglennCO",0,FALSE,FALSE,-104.95,39.59
"172",172,"Southglenn: 5:54am: sunrise
sunset will be at 7:57pm",FALSE,0,NA,"2019-05-06 11:58:54",FALSE,NA,1125369344756609024,NA,"<a href=""http://twitter.com/USACities/cities"" rel=""nofollow"">Cities</a>","SouthglennCO",0,FALSE,FALSE,-104.95,39.59
"178",178,"current weather in Southglenn: broken clouds, 66°F
20% humidity, wind 1mph, pressure 1010mb",FALSE,0,NA,"2019-05-06 02:07:00",FALSE,NA,1125220388361756672,NA,"<a href=""http://twitter.com/USACities/cities"" rel=""nofollow"">Cities</a>","SouthglennCO",0,FALSE,FALSE,-104.95,39.59
"179",179,"Southglenn: 7:56pm: sunset",FALSE,0,NA,"2019-05-06 01:58:53",FALSE,NA,1125218345916047360,NA,"<a href=""http://twitter.com/USACities/cities"" rel=""nofollow"">Cities</a>","SouthglennCO",0,FALSE,FALSE,-104.95,39.59
