"","X","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"19",19,"Mother nature, you SUCK!!! @ Highlands Ranch, Colorado https://t.co/khj0f4dUK8",FALSE,1,NA,"2019-05-09 14:04:23",FALSE,NA,1126488086119178240,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","billh0528",0,FALSE,FALSE,-104.968,39.5445
"24",24,"Don’t dog and drive, kids!
.
.
.
#weinerdog #weinerdogsofinstagram #weinerdogs #dachshundsofinstagram #dauchshund… https://t.co/UywLrzNwiQ",FALSE,0,NA,"2019-05-09 13:33:14",TRUE,NA,1126480247103336448,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","TimMcSpadden",0,FALSE,FALSE,-104.968,39.5445
"69",69,"Rest In Power.
A True Hero. @ Highlands Ranch, Colorado https://t.co/zoRiSuGQCo",FALSE,0,NA,"2019-05-09 01:59:58",FALSE,NA,1126305778707517440,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","jmpakele",0,FALSE,FALSE,-104.968,39.5445
"78",78,"Meet Kendrick, a real American Hero... he gave his life yesterday in #Highlandsranch #colorado to stop 2 shooters f… https://t.co/vw9ie0lKfa",FALSE,0,NA,"2019-05-09 00:55:24",TRUE,NA,1126289532947660800,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","SkylaS",0,FALSE,FALSE,-104.968,39.5445
"87",87,"Happy Teacher Appreciation week!! I love getting flowers to fill my vase! <ed><U+00A0><U+00BD><ed><U+00B2><U+0090><ed><U+00A0><U+00BC><ed><U+00BC><U+00BA><ed><U+00A0><U+00BC><ed><U+00BC><U+00B9><ed><U+00A0><U+00BC><ed><U+00BC><U+00B7><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BC><ed><U+00BC><U+00BC><ed><U+00A0><U+00BC><ed><U+00BC><U+00BB>#teacherappreciationweek @ Highlan… https://t.co/g42ULv5zHN",FALSE,0,NA,"2019-05-09 00:06:52",TRUE,NA,1126277319255941120,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","BeautyEyedGreen",0,FALSE,FALSE,-104.968,39.5445
"132",132,"Kendrick Castillo is the BRAVE young man who protected his classmates from the identified shooter in Highlands Ranc… https://t.co/J8XxeAyVBy",FALSE,0,NA,"2019-05-08 17:45:41",TRUE,NA,1126181391585239040,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","TheConArdist",0,FALSE,FALSE,-104.968,39.5445
"138",138,"@chcc_org Our church will be holding a service tonight. My community is hurting right now. We need love more than e… https://t.co/EekGmCHuuR",FALSE,1,"chcc_org","2019-05-08 16:51:49",TRUE,NA,1126167832407027712,81920334,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","music_christie",0,FALSE,FALSE,-104.968,39.5445
"140",140,"The fear in these kids faces breaks my heart. Kids should go to school with hope, excitement and curiosity, not fea… https://t.co/blWTuIPCIX",FALSE,10,NA,"2019-05-08 16:35:51",TRUE,NA,1126163816725639168,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","MariaESalinas",2,FALSE,FALSE,-104.968,39.5445
"144",144,"The skies are grey this morning and rain falls from the sky like the tears in our eyes. Our hearts go out to all of… https://t.co/kjHI5vqNOB",FALSE,0,NA,"2019-05-08 16:23:57",TRUE,NA,1126160822055702528,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","MassageDenverCO",0,FALSE,FALSE,-104.968,39.5445
"147",147,"@chcc_org Our church will be holding a service tonight. My community is hurting right now. We need love more than e… https://t.co/EKWKzQkoIZ",FALSE,0,"chcc_org","2019-05-08 15:54:56",TRUE,NA,1126153518769954816,81920334,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","music_christie",0,FALSE,FALSE,-104.968,39.5445
"171",171,"This is where I grew up, where I live, raise my children and where I work. I pray for the innocent young man who’s… https://t.co/D8LJaaC1hn",FALSE,1,NA,"2019-05-08 12:50:17",TRUE,NA,1126107051850027008,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","banzur",0,FALSE,FALSE,-104.968,39.5445
"173",173,"Here's how this works: Your hear ""shooter"", ""high school"" and ""highlands ranch"". Your brother lives there. His kids… https://t.co/tBD2XhWFHv",FALSE,0,NA,"2019-05-08 12:15:55",TRUE,NA,1126098401798574080,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","suttonhoo",1,FALSE,FALSE,-104.968,39.5445
"185",185,"This cannot happen period! @ Highlands Ranch, Colorado https://t.co/F9Lgsn8nOJ",FALSE,0,NA,"2019-05-08 06:43:14",FALSE,NA,1126014680344989696,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","ChadRobling",0,FALSE,FALSE,-104.968,39.5445
"267",267,"Today is a sad day for students and those in Highlands Ranch,  Colorado,  where two suspects wounded 7 and killed 1… https://t.co/561Lp0bZwL",FALSE,0,NA,"2019-05-08 03:09:00",TRUE,NA,1125960766513909760,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Wilster2165",0,FALSE,FALSE,-104.968,39.5445
"337",337,"At least Mother Nature is giving us something beautiful on this terrible May Day. #cowx @ Highlands Ranch, Colorado https://t.co/wcR7AQ7WOo",FALSE,0,NA,"2019-05-08 01:14:48",FALSE,NA,1125932025808969728,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","jrforbes",0,FALSE,FALSE,-104.968,39.5445
"387",387,"@nationalscoutin on Twitter, Instagram and YouTube

This has to stop....talk to your children when they are quite,… https://t.co/VqS3OLvO59",FALSE,0,"NationalScoutin","2019-05-07 23:22:06",TRUE,NA,1125903663619366912,214576511,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","NationalScoutin",0,FALSE,FALSE,-104.968,39.5445
"410",410,"#Colorado #love #coloradolove #staystrong #<ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> @ Highlands Ranch, Colorado https://t.co/2EH7KZuSGS",FALSE,0,NA,"2019-05-07 21:55:24",FALSE,NA,1125881844250161152,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","TRAINDENVER",0,FALSE,FALSE,-104.968,39.5445
"416",416,"We’ve heard from Grace and she’s ok.  So many parents here.  So much law enforcement.  Even Parks and Wildlife resp… https://t.co/84qe6m86HR",FALSE,6,NA,"2019-05-07 21:44:54",TRUE,NA,1125879204367798272,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","lutef1sk",0,FALSE,FALSE,-104.968,39.5445
"419",419,"This is not okay! How the hell has this become the norm in the US?! #ThisHasToStop #NoMore #DemandChange… https://t.co/BnW7ZOtk93",FALSE,0,NA,"2019-05-07 21:43:05",TRUE,NA,1125878745208901632,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","LeilaSaedian",0,FALSE,FALSE,-104.968,39.5445
"442",442,"This is horrifying, we just had the 20 year remembrance of Columbine. Literally a mile from my house. Possible acti… https://t.co/e3ldrHzNCp",FALSE,0,NA,"2019-05-07 21:04:32",TRUE,NA,1125869044450627584,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","TheConArdist",0,FALSE,FALSE,-104.968,39.5445
"487",487,"A mobile service installation to match the front two windows of your vehicle with the factory tinted rear windows i… https://t.co/ctyB8VjCLb",FALSE,0,NA,"2019-05-07 17:01:11",TRUE,NA,1125807802574884864,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","HighAltitudeTin",0,FALSE,FALSE,-104.968,39.5445
"503",503,"#NaturalBridalMakeup on point <ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>

Colorado brides are known for being easy-going, adventure seeking, and little-to-… https://t.co/FRpSbWkasO",FALSE,0,NA,"2019-05-07 13:40:37",TRUE,NA,1125757329540927488,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","JadeDarrough",0,FALSE,FALSE,-105.0229171,39.6029961
"575",575,"Writing a cool pad is usually the hardest aspect of the KORG Triton for me. But I like this. Used a preprogrammed o… https://t.co/GxlYlzkMbv",FALSE,0,NA,"2019-05-06 20:28:15",TRUE,NA,1125497526793134080,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","TheConArdist",0,FALSE,FALSE,-104.968,39.5445
