"","X","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"4",4,"Tokens of peace and prayer at the Va Beach shooting tragedy #vbstong @ City of Virginia Beach https://t.co/0PmNyiDLok",FALSE,0,NA,"2019-06-01 22:46:27",FALSE,NA,1134954387309305856,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","AlejoMediaLLC",0,FALSE,FALSE,-76.05605364,36.75023234
"6",6,"Again with the double anchor set up. nbcnews msnbc #vabeachshooting @ City of Virginia Beach https://t.co/Ykw7ECa9MX",FALSE,0,NA,"2019-06-01 22:06:30",FALSE,NA,1134944334904606720,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Alhenkel",1,FALSE,FALSE,-76.05605364,36.75023234
"8",8,"Twelve people were shot and killed at a Municipal Center in Virginia Beach yesterday. 11 of those killed were civil… https://t.co/Z9kTGj25x0",FALSE,1,NA,"2019-06-01 20:36:27",TRUE,NA,1134921671670939648,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","BCC4GunControl",0,FALSE,FALSE,-76.05605364,36.75023234
"9",9,"Praying for our city. 
#vastrong #virginiabeach @ Wave Seaboard https://t.co/iC7chOGhaP",FALSE,0,NA,"2019-06-01 20:26:39",FALSE,NA,1134919205697052672,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","asalowe",0,FALSE,FALSE,-76.03079149,36.74434029
"10",10,"From top left to right:

Laquita C. Brown, Tara Welch Gallagher, Mary Louise Gayle, Alexander Mikhail Gusev, Richar… https://t.co/NivshMDs4P",FALSE,2,NA,"2019-06-01 20:17:57",TRUE,NA,1134917019013451776,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","UlyssesBurley",0,FALSE,FALSE,-76.05556142,36.75092133
"11",11,"We are praying for the city of Virgina Beach our home away from home <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD> @ City of Virginia Beach https://t.co/JCK6FVPbv2",FALSE,0,NA,"2019-06-01 18:23:50",FALSE,NA,1134888298466422784,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","BansheeApparel",0,FALSE,FALSE,-76.05605364,36.75023234
"12",12,"#tribute #vabeachshooting @ City of Virginia Beach https://t.co/fJbAS2kqvN",FALSE,0,NA,"2019-06-01 16:19:08",FALSE,NA,1134856919326306304,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Alhenkel",0,FALSE,FALSE,-76.05605364,36.75023234
"13",13,"This nice young lady asked if she could write on my windows #vbstrong then the media came by and interviewed her. I… https://t.co/vG33Rp5XI4",FALSE,0,NA,"2019-06-01 16:17:06",TRUE,NA,1134856406266331136,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","AFFORDABLEBONDS",0,FALSE,FALSE,-76.05768,36.75089
"14",14,"Live tv goes on and on #vabeachshooting msnbc msnbc @ City of Virginia Beach https://t.co/tQJsK2aEEv",FALSE,0,NA,"2019-06-01 16:04:40",FALSE,NA,1134853276221026304,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Alhenkel",0,FALSE,FALSE,-76.05605364,36.75023234
"15",15,"Today (Sat) 2-5 pm our team will be at our @waveseaboard location praying for our city and available for anyone tha… https://t.co/wQcayh2IwB",FALSE,0,NA,"2019-06-01 14:43:41",TRUE,NA,1134832896504664064,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","markhop",0,FALSE,FALSE,-76.03079149,36.74434029
"16",16,"The circus has arrived. @ City of Virginia Beach https://t.co/kh8lpNl5vw",FALSE,0,NA,"2019-06-01 10:37:55",FALSE,NA,1134771048375885824,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Alhenkel",0,FALSE,FALSE,-76.05605364,36.75023234
"17",17,"Dual anchor set up. nbcnews msnbc @ City of Virginia Beach https://t.co/dfsadsVndp",FALSE,1,NA,"2019-06-01 09:50:59",FALSE,NA,1134759234761977856,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Alhenkel",0,FALSE,FALSE,-76.05605364,36.75023234
"18",18,"Securing the scene. #vabeachshooting @ City of Virginia Beach https://t.co/4KjMRKt294",FALSE,0,NA,"2019-06-01 09:29:44",FALSE,NA,1134753889369149440,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Alhenkel",0,FALSE,FALSE,-76.05605364,36.75023234
"19",19,"#vabeachshooting morning scene nbcnews msnbc @ City of Virginia Beach https://t.co/ddfVETGTw4",FALSE,0,NA,"2019-06-01 09:22:08",FALSE,NA,1134751976829399040,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Alhenkel",0,FALSE,FALSE,-76.05605364,36.75023234
